A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Class	Group	InstanceID
1	1	1	1	1	1	0	0	0	1	0	0	7	2708
0	0	1	1	1	0	1	0	1	0	0	1	1	2709
1	0	0	0	1	0	1	0	1	0	1	0	4	2710
1	1	0	0	1	1	1	0	1	1	0	1	6	2711
0	1	1	0	0	1	0	0	1	1	1	0	3	2712
0	0	1	0	0	1	0	0	0	1	1	0	1	2713
0	1	0	0	0	0	0	1	1	0	1	0	2	2714
0	0	1	1	0	0	1	1	0	1	1	0	1	2715
1	1	1	1	1	1	0	0	0	0	0	0	7	2716
1	1	0	1	0	1	0	0	1	1	0	1	6	2717
1	1	1	0	1	0	0	0	1	1	0	0	7	2718
0	1	1	0	1	1	1	0	0	1	0	1	3	2719
0	0	1	0	0	1	0	1	1	0	1	0	1	2720
0	0	1	1	0	1	1	0	0	0	0	0	1	2721
1	1	1	0	0	1	1	0	1	1	0	0	7	2723
1	1	1	1	0	1	0	1	1	0	1	1	7	2724
1	1	1	1	1	0	1	1	1	0	0	0	7	2725
1	1	0	0	1	0	1	1	1	1	0	1	6	2726
0	0	0	1	0	1	0	1	0	0	1	1	0	2727
0	1	0	1	0	0	1	1	0	1	0	0	2	2728
0	1	0	0	0	0	1	0	0	0	1	0	2	2729
0	0	1	1	1	1	0	1	0	0	0	1	1	2731
0	0	1	1	0	0	0	0	1	0	0	0	1	2732
0	1	0	1	1	0	1	1	0	1	1	0	2	2733
1	1	0	1	0	1	0	1	0	1	1	1	6	2734
0	0	0	0	1	0	0	1	0	0	1	0	0	2735
1	0	0	0	0	0	1	0	1	1	1	0	4	2736
1	0	0	1	0	0	1	1	0	0	1	1	4	2737
0	1	0	1	1	1	1	0	0	0	1	1	2	2738
0	1	1	1	0	0	0	0	0	0	0	0	3	2739
0	0	1	0	1	1	0	0	1	0	1	1	1	2740
0	1	1	1	1	0	0	0	0	1	0	0	3	2741
0	1	1	0	0	0	1	0	1	0	1	1	3	2742
1	0	0	1	0	0	0	0	0	0	1	0	4	2743
1	0	0	0	1	0	0	0	0	1	1	0	4	2745
0	1	0	0	0	1	0	0	0	1	0	1	2	2746
0	1	0	0	1	0	0	1	1	1	1	0	2	2747
0	1	0	0	0	1	0	1	1	1	0	1	2	2748
0	1	0	0	0	0	0	1	1	0	1	0	2	2749
1	0	1	1	1	0	0	1	0	0	0	0	5	2751
0	0	1	0	0	0	0	1	0	1	1	0	1	2752
0	0	0	0	1	0	1	0	1	1	1	0	0	2753
1	1	1	0	0	0	0	0	0	0	1	1	7	2754
1	1	1	1	1	0	0	0	0	1	1	1	7	2755
0	0	0	0	0	0	1	0	0	1	1	0	0	2756
0	1	0	0	1	0	0	0	0	1	0	0	2	2757
1	1	0	1	1	1	1	1	1	0	0	0	6	2758
0	0	1	0	1	0	0	0	1	0	1	1	1	2759
1	0	1	1	0	0	1	1	0	0	1	0	5	2760
0	0	0	1	1	0	1	1	0	0	0	1	0	2761
0	0	0	0	1	0	0	1	1	1	1	0	0	2762
0	1	1	0	0	1	1	1	1	1	0	1	3	2763
0	1	0	1	1	0	0	1	1	0	1	0	2	2764
1	0	0	0	1	1	0	0	0	1	0	0	4	2765
0	1	0	0	0	1	1	0	1	1	0	1	2	2766
1	1	0	1	0	1	1	0	0	1	0	1	6	2767
0	1	1	0	1	0	1	0	0	0	0	1	3	2768
1	0	1	1	0	1	1	1	1	1	1	1	5	2769
1	0	1	0	1	0	0	1	0	0	0	0	5	2770
1	0	0	0	1	1	0	0	0	1	1	0	4	2771
1	0	1	1	0	0	1	0	1	1	1	1	5	2772
0	1	1	0	0	0	1	1	0	0	0	1	3	2773
0	1	0	1	0	1	1	1	1	1	1	1	2	2774
1	1	1	1	0	0	0	0	0	0	1	1	7	2775
1	1	0	1	1	0	0	1	1	0	0	0	6	2776
0	0	1	1	0	1	0	0	1	0	0	0	1	2777
0	0	1	1	0	1	1	0	0	0	0	0	1	2778
1	0	0	0	1	0	0	0	1	1	0	0	4	2779
1	0	0	0	1	0	0	1	1	0	0	1	4	2780
0	0	1	1	0	0	1	1	0	1	0	0	1	2781
1	0	0	0	0	1	0	1	0	0	0	1	4	2782
0	1	0	0	1	0	1	1	0	1	1	0	2	2783
1	0	1	0	0	1	0	1	0	0	0	0	5	2784
0	1	0	0	1	1	0	1	0	0	0	1	2	2785
1	0	0	0	1	1	1	0	0	1	1	0	4	2786
1	0	0	0	1	1	0	1	0	1	1	1	4	2787
0	0	0	1	1	0	1	0	0	0	0	1	0	2788
1	0	0	0	1	0	0	0	1	1	0	0	4	2789
1	0	0	0	1	1	1	1	0	0	0	1	4	2790
1	0	1	0	0	0	0	1	0	1	1	0	5	2791
0	0	1	0	0	0	0	1	0	0	1	0	1	2792
1	0	1	1	0	1	1	0	1	1	1	1	5	2793
0	1	0	1	1	1	1	1	0	0	0	1	2	2794
0	1	0	0	1	0	1	0	1	0	1	0	2	2795
1	0	1	0	0	0	1	1	0	0	0	0	5	2796
0	1	1	1	0	0	0	0	1	1	1	0	3	2797
1	1	0	0	0	0	0	0	1	0	0	0	6	2798
1	0	1	0	1	0	1	0	0	1	0	0	5	2799
0	0	1	0	0	0	1	1	1	0	0	0	1	2801
0	0	0	0	1	1	0	0	1	0	1	0	0	2802
0	1	0	1	1	1	1	0	0	1	0	1	2	2803
0	0	0	1	0	0	1	0	0	1	1	1	0	2804
1	1	0	0	1	1	1	0	1	0	1	0	6	2805
1	0	1	1	1	1	0	0	0	1	0	0	5	2806
0	1	1	1	0	0	1	0	0	0	0	1	3	2807
1	0	0	1	1	0	0	1	1	1	1	1	4	2808
0	1	0	1	1	0	1	1	1	1	0	0	2	2809
0	1	1	0	0	1	0	0	1	0	0	0	3	2810
0	1	1	0	0	0	0	0	1	1	1	0	3	2811
1	1	0	0	0	1	0	1	0	0	0	0	6	2813
0	0	1	1	1	0	0	0	1	0	1	1	1	2814
1	1	1	1	1	1	1	0	1	0	0	0	7	2815
1	1	0	1	0	1	1	1	0	1	0	1	6	2816
0	0	0	0	1	0	1	0	1	0	0	0	0	2817
0	1	1	0	0	0	0	1	0	1	0	0	3	2818
1	1	1	1	0	0	0	0	1	1	1	1	7	2819
0	0	1	1	0	0	0	1	0	0	0	0	1	2820
1	1	1	1	1	0	1	1	1	1	1	1	7	2821
1	1	1	0	1	0	1	0	1	1	1	1	7	2822
1	0	1	0	0	0	0	1	1	1	1	1	5	2823
1	1	0	0	1	1	1	0	1	1	1	1	6	2824
0	0	0	1	0	1	0	1	0	1	0	1	0	2825
1	0	0	0	1	0	0	1	1	0	0	1	4	2826
0	1	0	1	0	0	1	1	0	1	0	0	2	2827
0	0	0	1	1	0	1	1	0	1	1	1	0	2828
0	0	0	0	0	1	1	0	1	1	1	0	0	2829
0	1	0	0	1	1	1	0	0	0	0	1	2	2830
0	1	1	0	0	1	1	0	1	1	1	1	3	2831
0	0	0	0	0	0	1	0	0	0	1	0	0	2832
1	0	1	1	0	0	0	0	0	0	1	0	5	2833
1	0	0	0	0	1	0	0	0	0	0	0	4	2834
1	1	1	0	1	1	1	0	1	0	1	1	7	2835
0	0	1	1	1	0	1	0	0	1	0	1	1	2836
0	1	1	1	0	0	1	0	0	1	0	1	3	2837
1	0	0	1	1	0	0	1	1	0	0	1	4	2838
0	0	0	1	0	1	0	0	1	0	1	1	0	2839
0	0	0	0	0	0	0	0	0	0	0	0	0	2840
0	1	0	1	1	0	0	1	0	1	1	0	2	2843
0	0	1	1	0	1	0	0	1	0	0	0	1	2844
0	0	0	0	1	0	1	0	1	0	0	0	0	2845
1	1	1	1	0	0	0	1	0	1	1	1	7	2846
0	1	1	1	0	1	0	1	0	1	1	0	3	2847
1	1	0	1	0	1	1	0	1	0	1	0	6	2848
1	0	0	0	0	1	0	0	0	0	0	0	4	2850
1	1	1	0	0	0	0	0	1	1	1	1	7	2852
1	1	0	1	1	0	1	1	0	0	1	0	6	2853
1	0	1	0	1	1	1	1	0	0	0	0	5	2854
0	0	1	0	1	1	1	0	1	0	1	1	1	2855
1	0	1	0	1	0	1	1	0	1	1	0	5	2857
0	0	0	0	0	0	1	1	1	1	0	0	0	2858
1	1	0	1	0	0	0	0	1	0	1	0	6	2859
0	0	1	0	0	1	0	1	1	1	1	0	1	2860
1	0	0	0	0	0	0	1	1	0	1	1	4	2861
1	0	1	0	1	1	1	1	0	0	0	0	5	2862
1	1	1	0	1	0	1	0	1	0	0	0	7	2863
1	1	1	0	1	0	0	1	1	0	1	1	7	2864
0	1	1	1	0	1	0	1	1	0	0	0	3	2865
0	0	1	0	1	1	1	0	1	1	1	1	1	2866
0	1	0	1	0	1	1	1	1	0	0	1	2	2867
0	1	0	1	1	0	0	1	1	0	0	0	2	2869
1	0	0	0	0	1	1	0	0	1	0	0	4	2870
0	1	0	0	0	1	0	1	1	1	0	1	2	2871
0	0	1	0	0	1	1	1	1	0	0	0	1	2872
1	0	0	1	0	0	1	0	0	1	0	0	4	2874
1	0	1	0	1	0	0	1	0	0	0	0	5	2875
1	0	1	1	0	1	0	0	0	0	1	0	5	2876
0	1	1	1	1	1	1	1	1	1	0	1	3	2877
1	1	1	0	0	1	1	0	1	0	0	0	7	2879
0	1	0	0	1	1	0	0	1	0	1	1	2	2880
0	1	1	1	0	0	0	0	1	1	1	0	3	2881
1	0	1	0	1	0	0	1	0	0	1	0	5	2882
1	0	1	1	0	0	1	1	1	1	0	1	5	2883
1	0	0	1	0	1	0	0	1	0	1	0	4	2884
1	1	1	1	0	0	0	0	0	0	1	1	7	2886
1	0	1	1	1	0	0	0	1	0	0	1	5	2887
1	0	0	1	1	0	0	0	1	0	1	0	4	2888
0	1	1	1	1	0	0	0	0	0	0	0	3	2889
1	0	0	1	1	0	0	0	1	0	1	0	4	2890
1	1	1	0	0	1	0	0	0	0	1	1	7	2891
0	0	1	1	1	1	0	1	1	0	0	1	1	2892
1	0	1	0	0	1	1	0	1	0	0	1	5	2893
0	1	1	1	1	0	0	1	1	0	1	0	3	2894
0	1	0	1	0	1	1	0	1	0	1	1	2	2895
1	0	1	1	1	1	1	1	0	0	0	0	5	2897
0	0	0	1	1	1	0	1	0	1	0	1	0	2898
0	0	0	0	1	0	0	0	1	1	0	0	0	2899
0	0	0	1	1	0	1	1	1	1	1	1	0	2900
0	1	0	1	1	0	0	0	0	0	0	0	2	2901
1	1	0	0	1	1	1	1	1	0	1	0	6	2902
0	0	0	0	0	0	1	1	0	1	0	0	0	2903
1	0	1	0	0	1	0	0	0	0	1	0	5	2904
0	0	1	0	0	1	0	0	1	0	1	0	1	2905
1	1	1	1	1	0	1	0	0	0	1	1	7	2906
0	1	1	1	1	1	1	1	0	1	0	1	3	2908
1	0	0	0	0	1	0	0	1	0	0	0	4	2909
0	0	0	1	0	1	1	0	0	1	1	1	0	2910
1	1	0	1	0	0	0	0	0	0	0	0	6	2911
0	0	1	0	1	1	0	1	1	0	1	1	1	2912
0	0	1	1	1	0	1	1	0	0	0	1	1	2913
1	1	1	0	1	1	0	0	1	0	1	1	7	2914
1	1	1	1	1	0	1	0	0	0	0	0	7	2915
0	0	1	1	1	0	0	0	1	0	0	1	1	2916
0	0	0	1	1	1	1	1	0	1	0	1	0	2917
0	0	1	0	1	1	1	0	1	1	1	1	1	2918
1	0	1	0	1	0	1	0	0	0	1	0	5	2919
1	0	1	1	0	0	0	1	1	0	0	1	5	2920
1	1	1	1	1	0	1	1	0	1	1	1	7	2921
0	0	0	1	1	0	1	0	0	0	1	1	0	2922
1	1	0	1	0	0	1	1	0	1	1	1	6	2923
0	0	0	1	1	0	0	1	0	0	1	1	0	2924
0	0	1	0	1	0	1	1	0	0	1	1	1	2925
0	1	0	0	1	0	0	1	1	1	1	0	2	2926
0	0	0	1	1	1	1	0	0	1	1	1	0	2927
1	0	0	0	1	1	1	1	0	1	1	1	4	2928
0	0	1	0	1	1	1	1	1	0	1	1	1	2929
1	1	0	1	1	0	1	0	0	1	1	1	6	2930
0	1	1	1	1	0	1	1	1	1	0	1	3	2931
0	1	1	1	0	0	1	1	1	1	0	1	3	2932
0	1	1	1	0	0	0	1	1	1	0	0	3	2933
1	1	0	0	0	1	0	0	0	1	1	1	6	2935
1	0	0	1	0	0	1	1	1	1	1	1	4	2936
1	0	1	1	1	1	0	1	1	1	0	1	5	2938
0	0	0	0	1	0	1	0	0	0	0	0	0	2939
0	1	1	0	0	0	1	1	1	1	1	1	3	2940
1	1	0	1	1	0	1	1	0	1	1	1	6	2942
1	1	0	0	0	1	0	0	0	0	0	0	6	2943
1	1	0	1	0	1	1	1	1	0	0	0	6	2944
0	0	1	1	0	0	1	1	0	0	1	0	1	2945
0	1	1	1	0	1	0	1	0	1	1	0	3	2946
1	0	1	0	0	1	0	1	0	0	0	0	5	2947
1	1	1	1	0	0	1	0	0	1	0	0	7	2948
0	1	0	0	0	1	0	0	1	0	0	1	2	2949
1	1	1	0	1	0	0	1	1	1	0	0	7	2950
0	1	0	0	1	0	0	0	1	0	0	0	2	2951
1	1	0	1	0	0	1	1	1	1	1	1	6	2952
1	0	0	1	1	0	1	1	0	0	1	1	4	2953
1	0	1	0	1	0	1	0	0	1	1	0	5	2954
0	1	1	1	1	0	1	1	1	1	1	1	3	2955
1	1	0	0	0	1	0	1	0	1	0	1	6	2956
1	1	0	0	1	0	1	0	0	1	1	1	6	2957
1	1	0	0	1	0	1	0	0	0	1	0	6	2958
0	1	1	1	1	1	1	1	0	1	1	1	3	2959
0	1	1	0	1	1	1	1	1	0	0	1	3	2960
0	0	0	1	1	0	0	1	1	0	0	1	0	2961
0	0	0	0	1	1	1	0	0	1	1	0	0	2962
0	1	0	1	1	1	0	1	1	0	0	1	2	2963
1	1	0	1	1	1	1	1	1	1	0	1	6	2964
1	1	1	1	0	0	0	0	0	0	1	1	7	2965
0	1	0	0	0	1	0	0	0	0	0	1	2	2966
1	1	0	0	1	1	0	1	1	1	1	1	6	2967
1	1	0	1	0	0	0	0	0	1	1	1	6	2968
0	0	1	1	1	0	1	1	0	0	0	1	1	2969
1	1	0	0	0	1	1	0	0	0	1	0	6	2970
1	0	1	1	1	1	1	1	0	1	1	0	5	2971
1	0	0	0	0	1	0	0	0	0	0	0	4	2972
0	0	1	1	0	0	0	0	1	1	0	0	1	2973
0	0	0	1	1	1	1	0	1	0	0	1	0	2974
1	1	0	1	0	0	0	1	0	0	0	0	6	2975
1	1	1	1	1	0	0	0	1	1	1	1	7	2976
1	1	0	0	0	1	0	1	0	1	0	1	6	2977
0	1	1	0	0	1	0	1	0	1	1	0	3	2978
0	0	1	0	1	1	0	0	0	1	1	1	1	2979
1	0	1	1	1	1	1	1	0	0	1	0	5	2980
0	0	0	0	1	1	1	1	0	0	1	0	0	2981
1	0	0	0	0	0	1	1	1	1	0	1	4	2982
1	0	1	0	0	0	0	0	1	1	0	1	5	2983
0	1	0	1	0	0	0	1	1	1	0	0	2	2984
1	0	1	1	0	0	0	1	0	0	1	0	5	2985
0	0	0	0	0	1	1	1	0	1	0	0	0	2986
0	1	0	0	0	1	0	1	0	0	1	1	2	2987
0	1	1	0	1	0	1	0	0	1	1	1	3	2988
1	1	0	1	0	0	1	0	1	0	0	0	6	2989
1	0	1	0	0	0	1	1	0	1	1	0	5	2990
1	0	0	1	0	0	1	0	0	0	1	0	4	2991
0	1	1	0	1	1	1	0	0	1	1	1	3	2992
1	1	1	1	0	1	0	0	0	1	1	1	7	2993
0	1	1	1	1	0	0	0	0	1	0	0	3	2994
0	1	0	1	0	0	1	0	0	0	0	0	2	2996
1	0	1	1	1	1	0	0	0	1	1	0	5	2997
0	0	1	1	1	0	0	0	1	1	0	1	1	2998
1	1	0	0	0	0	1	1	1	0	0	0	6	2999
1	0	1	0	1	0	0	0	0	0	1	0	5	3000
1	0	0	0	1	1	0	1	1	1	1	1	4	3001
1	0	0	1	0	0	1	1	0	0	1	1	4	3002
0	0	0	0	0	1	0	1	0	0	1	0	0	3003
1	1	1	1	1	0	0	0	1	1	1	1	7	3005
1	1	1	1	1	1	1	1	1	0	1	1	7	3006
1	0	1	0	0	1	0	0	0	1	0	0	5	3007
0	0	1	1	1	0	1	1	0	1	1	1	1	3008
0	1	0	1	1	0	0	1	0	1	1	0	2	3009
1	1	1	0	0	1	0	1	1	1	1	1	7	3010
1	1	1	0	1	0	1	1	0	0	1	1	7	3011
0	0	1	0	0	1	0	0	1	1	1	0	1	3012
0	1	0	0	1	1	0	0	1	1	0	1	2	3013
0	1	1	0	1	0	1	0	0	1	1	1	3	3014
0	1	1	1	1	0	1	0	1	1	1	1	3	3015
0	0	0	1	0	0	1	1	0	1	1	1	0	3017
0	0	0	0	0	0	1	1	1	1	1	0	0	3019
1	0	1	0	1	0	0	0	0	1	1	0	5	3020
1	1	1	0	0	1	0	0	1	0	1	1	7	3021
0	1	0	1	0	0	1	0	0	0	1	0	2	3022
1	0	0	1	0	0	1	1	1	1	0	1	4	3024
1	1	0	1	1	0	1	0	1	1	0	1	6	3025
1	0	1	1	1	0	0	1	1	0	0	1	5	3026
0	0	1	1	1	0	0	1	1	1	0	1	1	3027
1	0	1	1	1	0	0	1	1	0	1	1	5	3028
1	1	1	0	1	1	0	0	1	0	1	1	7	3029
0	0	0	1	0	1	1	0	1	1	0	1	0	3030
1	1	0	0	1	1	1	0	1	1	0	1	6	3031
1	1	1	1	0	1	0	0	0	0	1	1	7	3032
1	0	0	0	1	1	1	1	1	1	0	1	4	3033
1	0	0	0	1	0	0	1	1	0	0	1	4	3034
0	1	0	1	1	1	1	0	0	0	0	1	2	3035
0	1	1	0	0	0	0	0	0	1	0	0	3	3036
0	0	0	1	0	1	1	1	1	1	0	1	0	3037
1	1	0	0	0	0	1	1	1	0	0	0	6	3038
0	1	0	1	1	0	0	1	1	1	0	0	2	3039
1	1	0	1	1	0	0	1	0	0	1	0	6	3041
1	0	1	1	1	1	0	1	0	0	0	0	5	3042
1	0	1	0	0	0	1	1	1	0	1	1	5	3043
0	0	0	0	0	0	0	1	1	1	0	0	0	3044
0	1	1	0	0	1	1	0	1	0	0	1	3	3045
1	1	1	1	1	1	0	1	1	0	1	1	7	3046
1	1	1	1	0	1	1	1	1	1	1	1	7	3047
0	1	1	0	1	1	1	1	0	1	1	1	3	3048
0	0	1	1	1	1	1	1	0	0	1	1	1	3049
0	1	0	1	0	0	0	0	1	0	0	0	2	3050
0	1	1	1	1	0	0	1	0	1	0	0	3	3051
1	1	0	0	0	0	0	1	0	0	0	0	6	3052
0	0	0	1	1	0	0	0	1	1	0	1	0	3053
0	0	1	0	0	0	0	1	0	1	1	0	1	3054
1	1	0	0	0	0	1	0	0	0	0	0	6	3055
0	0	1	1	1	0	1	0	1	0	1	1	1	3056
0	1	0	0	1	0	1	1	0	0	1	0	2	3058
0	1	1	1	1	1	0	0	1	1	1	0	3	3059
1	1	1	0	0	0	1	1	1	0	1	1	7	3060
0	1	1	1	0	0	1	0	0	1	1	1	3	3061
0	0	0	0	1	1	1	1	0	1	1	0	0	3062
0	0	0	1	0	0	0	1	1	1	0	1	0	3063
0	1	0	1	1	0	0	1	0	0	0	0	2	3064
0	0	1	0	0	0	0	0	0	1	1	0	1	3065
0	1	0	0	0	0	1	0	1	0	1	0	2	3067
1	1	0	0	1	1	1	1	0	0	1	0	6	3068
1	0	1	0	0	0	1	0	0	0	1	0	5	3069
0	1	0	0	1	0	1	1	0	0	0	0	2	3070
1	0	0	0	0	1	1	1	1	1	0	1	4	3071
0	1	0	0	0	1	0	0	0	0	1	1	2	3072
0	1	0	1	1	0	1	0	0	1	0	0	2	3073
0	0	1	0	1	1	0	0	0	1	0	1	1	3075
1	1	0	0	1	1	1	0	0	0	0	0	6	3076
0	1	1	0	1	1	0	1	1	0	1	0	3	3078
0	1	0	1	0	0	0	1	0	1	1	0	2	3079
0	0	1	1	0	0	1	0	0	1	0	0	1	3080
1	0	0	1	0	1	1	0	1	0	1	0	4	3081
1	0	1	1	0	0	0	1	0	0	1	0	5	3083
1	1	0	0	1	1	1	1	1	1	1	1	6	3084
1	0	1	1	1	1	1	0	1	0	1	1	5	3086
0	0	1	1	0	1	1	0	1	1	0	0	1	3087
0	0	0	0	1	0	0	0	0	0	0	0	0	3088
0	1	0	0	1	0	0	0	1	0	0	0	2	3089
1	0	0	0	0	0	1	1	0	1	0	1	4	3090
0	0	1	1	0	0	0	0	1	0	1	0	1	3091
0	1	1	1	0	1	0	1	0	1	1	0	3	3092
0	0	1	1	1	0	1	0	1	1	1	1	1	3093
0	0	1	0	1	0	1	1	1	0	0	1	1	3094
1	1	1	0	0	0	0	0	1	1	1	1	7	3095
1	0	1	0	0	0	1	0	1	0	1	1	5	3096
1	1	1	0	0	0	0	1	0	0	0	0	7	3097
0	1	0	1	0	0	0	0	1	1	1	0	2	3098
1	0	0	0	1	0	1	1	1	0	1	1	4	3099
1	0	0	1	1	1	0	1	1	1	0	1	4	3100
0	0	0	0	1	0	0	1	1	0	1	0	0	3101
1	1	1	0	0	1	0	0	0	1	1	1	7	3102
1	1	1	1	0	0	1	1	1	0	0	0	7	3103
0	1	1	1	1	1	1	0	1	0	1	1	3	3104
0	1	1	0	0	0	1	1	1	1	1	1	3	3105
1	1	1	1	1	0	1	1	1	1	1	1	7	3106
0	1	0	0	0	0	1	0	1	1	0	0	2	3107
1	1	0	1	1	0	0	1	0	0	0	0	6	3108
0	0	0	0	0	1	1	1	1	0	0	0	0	3109
0	0	1	0	1	0	1	0	1	0	1	1	1	3110
1	1	0	0	0	1	1	0	1	0	1	0	6	3112
0	1	1	0	1	1	1	0	0	1	1	1	3	3113
0	0	0	1	0	1	1	1	0	0	0	1	0	3114
0	1	1	1	0	0	1	1	1	1	1	1	3	3115
1	0	1	0	1	0	1	0	1	0	0	1	5	3116
0	0	0	0	0	0	1	0	1	1	0	0	0	3117
0	1	1	0	1	1	1	0	1	0	0	1	3	3118
1	0	1	0	0	0	0	0	0	0	1	0	5	3119
0	0	0	1	1	1	0	0	0	1	0	1	0	3120
0	0	0	0	1	1	1	1	1	1	0	0	0	3122
1	1	0	0	1	1	1	1	1	1	1	1	6	3123
0	1	1	1	0	1	1	1	0	1	1	1	3	3124
1	0	0	1	0	1	0	1	1	1	0	1	4	3125
1	1	0	1	1	0	1	0	0	1	0	1	6	3126
0	0	0	0	1	0	0	1	0	0	0	0	0	3127
0	1	0	1	0	1	0	0	0	0	0	1	2	3129
1	0	0	0	0	0	1	0	0	0	1	0	4	3130
0	1	0	0	1	1	1	0	1	0	0	1	2	3131
1	1	0	0	1	1	1	1	0	0	0	0	6	3132
0	1	0	0	0	1	1	1	0	1	1	1	2	3134
1	0	1	0	1	0	0	0	0	1	1	0	5	3135
0	0	1	0	1	1	0	0	0	0	0	1	1	3136
1	0	1	0	0	0	0	0	0	1	1	0	5	3137
0	0	0	0	0	0	1	1	1	0	1	0	0	3138
0	1	0	0	1	0	1	0	0	0	0	0	2	3139
0	1	1	1	0	0	0	1	1	0	1	0	3	3140
1	1	0	1	1	1	0	1	1	0	1	0	6	3141
1	0	1	1	0	1	1	1	0	0	0	0	5	3142
0	1	0	1	0	0	1	0	1	1	1	0	2	3143
1	0	1	1	0	1	0	1	1	0	0	1	5	3144
1	0	0	1	0	1	1	1	1	1	0	1	4	3146
1	1	1	1	0	0	1	0	0	0	1	1	7	3148
1	0	1	0	0	1	0	0	1	0	1	1	5	3149
1	1	0	1	0	0	1	0	1	1	1	1	6	3150
0	1	1	0	1	1	1	1	1	0	1	1	3	3152
0	1	0	0	1	0	1	1	0	0	1	0	2	3154
1	1	0	1	1	1	1	0	1	1	1	1	6	3155
1	0	0	1	1	1	1	0	0	0	1	0	4	3157
1	0	1	1	1	1	0	0	1	0	1	1	5	3158
1	1	0	0	1	0	1	1	1	1	1	1	6	3159
0	0	0	0	1	0	0	1	0	1	0	0	0	3160
0	1	0	1	1	1	1	0	1	0	0	1	2	3161
0	0	1	1	0	0	1	0	0	0	1	0	1	3162
1	0	0	1	1	0	1	0	1	0	0	0	4	3163
0	0	0	0	0	1	0	1	0	1	0	0	0	3166
1	1	1	1	1	1	1	1	0	0	0	0	7	3167
0	1	1	0	0	0	1	1	0	1	1	1	3	3168
0	0	1	0	1	0	0	1	1	1	0	1	1	3169
1	0	0	0	1	0	0	0	1	1	0	0	4	3170
0	1	0	1	0	1	0	1	0	0	1	1	2	3171
0	1	1	1	0	0	0	1	1	0	1	0	3	3172
0	0	1	1	0	1	1	0	0	1	1	0	1	3173
1	1	1	0	0	1	0	0	0	0	1	1	7	3174
1	0	0	0	1	0	0	1	1	0	1	1	4	3175
1	1	1	1	0	1	0	1	0	1	1	1	7	3176
0	1	0	0	0	0	0	0	0	0	1	0	2	3177
0	0	0	1	1	1	0	1	0	1	0	1	0	3180
0	0	1	1	1	0	0	1	1	1	1	1	1	3181
0	1	0	0	1	0	1	0	1	0	1	0	2	3182
0	1	1	1	1	0	0	1	1	0	0	0	3	3183
1	0	0	0	0	0	1	1	1	0	1	1	4	3185
0	0	1	0	0	1	1	1	1	0	1	0	1	3186
0	0	0	0	0	0	1	0	1	1	0	0	0	3187
0	1	0	1	0	0	0	0	0	0	1	0	2	3188
0	0	0	0	1	0	0	1	0	1	0	0	0	3189
1	0	0	0	0	0	1	0	0	0	0	0	4	3190
1	1	1	0	1	1	0	1	1	1	0	0	7	3191
0	0	0	1	0	0	1	0	0	0	1	1	0	3192
1	1	0	1	1	0	1	1	1	0	1	0	6	3193
1	0	0	0	0	0	1	0	0	1	0	0	4	3194
1	0	1	1	1	1	0	1	1	1	0	1	5	3195
0	0	1	1	1	1	1	1	0	1	1	1	1	3197
0	0	1	0	0	0	1	1	0	1	1	0	1	3198
1	1	0	0	0	1	0	0	0	0	1	0	6	3199
0	0	0	0	1	1	1	1	1	1	0	0	0	3200
0	0	1	0	0	0	1	1	0	0	1	0	1	3201
1	1	1	0	1	0	1	1	1	0	1	1	7	3202
0	0	0	1	0	1	0	1	1	0	1	1	0	3203
0	1	1	0	0	0	1	1	1	1	0	1	3	3204
0	0	0	1	1	1	0	1	0	0	0	1	0	3205
1	1	1	0	1	1	0	1	0	1	1	1	7	3206
1	1	1	0	0	1	1	1	1	1	1	1	7	3207
1	1	1	1	0	0	0	1	0	0	0	0	7	3208
0	0	1	1	1	1	0	0	0	1	1	1	1	3209
1	1	1	0	0	0	0	1	1	1	1	1	7	3210
0	1	1	1	0	0	0	0	0	0	1	0	3	3212
1	0	1	1	1	0	0	0	0	0	1	0	5	3213
1	1	0	0	1	0	0	0	0	1	1	1	6	3214
0	1	1	1	0	1	1	0	0	1	0	1	3	3215
0	0	1	0	0	1	0	0	0	1	0	0	1	3216
1	0	1	0	1	1	1	0	0	0	0	0	5	3217
0	1	1	1	1	0	1	0	0	1	0	1	3	3219
0	1	1	0	1	1	0	1	1	0	1	0	3	3220
0	1	1	0	1	1	0	1	0	1	0	0	3	3221
1	1	0	1	0	1	0	0	0	1	0	1	6	3222
1	0	0	1	1	1	1	0	0	1	0	0	4	3223
1	0	0	0	0	1	0	0	1	1	0	0	4	3224
1	0	1	0	0	1	1	1	0	0	0	0	5	3226
0	1	1	0	1	0	1	1	0	1	0	1	3	3227
0	0	1	1	0	0	1	0	0	0	0	0	1	3228
0	1	0	0	1	0	1	0	0	1	0	0	2	3229
0	0	0	0	1	0	1	1	1	0	0	0	0	3230
0	0	0	1	1	1	0	0	1	1	0	1	0	3231
1	0	1	0	1	0	1	0	0	0	1	0	5	3232
1	0	0	1	1	0	0	1	1	0	0	1	4	3233
0	1	1	0	1	1	0	1	0	0	1	0	3	3234
1	1	1	1	1	1	0	0	1	0	1	1	7	3235
0	0	1	0	1	0	0	0	0	0	1	1	1	3236
0	0	0	1	1	1	1	0	0	0	0	1	0	3237
