A_0	A_1	A_2	A_3	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	Class	Group	InstanceID
0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	0	7	2355
1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	12	2356
1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	14	2357
1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	9	2358
1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	11	2359
1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	10	2360
0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	2361
1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	9	2362
1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	12	2363
1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	8	2364
1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	12	2365
1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	15	2367
0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	5	2368
0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	2	2369
1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	12	2371
0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	2372
1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	14	2373
1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	8	2374
0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	7	2375
0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	2376
0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	2377
0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	5	2378
0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	6	2379
1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	9	2380
1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	10	2381
0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	2383
0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2384
0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	4	2385
0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	5	2386
1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	12	2387
0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	2388
0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	6	2389
1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	11	2390
0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	3	2391
0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	2392
0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	2393
1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	9	2395
0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	7	2396
0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	6	2397
1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	13	2399
1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	14	2400
0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	3	2401
1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	11	2402
1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	15	2403
1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	12	2404
1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	9	2406
1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	9	2407
0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	3	2408
0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	2409
0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	2410
0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	7	2411
1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	13	2412
1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	10	2413
1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	12	2414
1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	9	2415
0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	3	2416
1	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	8	2417
1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	14	2418
1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	9	2419
1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	11	2420
0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	2421
1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	10	2422
1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	8	2423
1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	10	2424
1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	8	2425
0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	6	2426
0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	6	2428
0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	5	2429
0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	6	2430
1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	15	2431
0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	5	2432
0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	3	2433
0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	2	2434
0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	7	2435
1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	9	2436
1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	15	2437
1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	11	2438
1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	10	2439
0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	2440
0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	3	2441
0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	2	2442
0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	3	2443
1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	10	2444
1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	11	2445
0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	2446
0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	4	2447
1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	9	2448
1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	0	11	2449
0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	7	2450
1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	9	2451
1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	8	2452
0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	5	2454
1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	10	2456
0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	7	2458
1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	15	2459
1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	14	2460
0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	2461
0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	2463
1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	15	2464
1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	8	2465
1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	13	2466
0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	7	2467
1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	10	2468
0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	2469
0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	2470
1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	13	2471
0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	3	2472
0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	2473
1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	14	2474
0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	2475
1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	14	2476
1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	13	2477
1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	10	2478
0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	2479
0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	3	2480
0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	7	2481
0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	2482
0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	2484
1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	11	2485
0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	6	2486
0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	6	2487
1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	15	2488
0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	3	2489
1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	14	2490
1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	9	2491
1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	11	2492
1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	10	2493
1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	14	2494
1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	8	2496
0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	4	2498
1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	8	2499
1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	8	2500
0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	3	2501
0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	4	2502
1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	8	2503
1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	12	2504
1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	8	2505
1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	1	8	2506
0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	2507
1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	15	2508
1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	10	2509
0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	2510
1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	9	2511
0	1	0	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	5	2512
0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	2513
0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	6	2514
0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	7	2515
0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	2516
0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	3	2517
0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	4	2518
1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	13	2519
0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	3	2520
1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	10	2522
1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	12	2523
0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	7	2525
1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	9	2526
1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	11	2527
0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	3	2528
0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	2529
1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	14	2530
0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	2531
1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	10	2532
1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	12	2533
0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	7	2534
0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	2	2535
1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	9	2536
1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	12	2537
0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	3	2538
0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	4	2539
0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	2540
0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	2541
0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	2544
0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	2	2545
1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	12	2546
1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	14	2547
0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	2548
0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	2	2549
0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	2	2550
1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	14	2551
1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	10	2553
1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	13	2554
1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	10	2555
1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	11	2556
0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	2557
1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	8	2558
0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	6	2559
0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	2560
0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	2	2561
1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	15	2562
0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	3	2563
1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	8	2564
1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	14	2565
0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	6	2566
1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	11	2567
0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	3	2568
0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	2569
0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	2570
1	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	14	2571
1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	11	2572
0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	2573
0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	2574
1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	15	2576
0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	4	2577
1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	12	2578
1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	9	2579
1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	9	2580
0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	7	2581
1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	9	2582
0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	2583
1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	14	2584
1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	11	2585
0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	2586
1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	12	2588
1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	8	2589
1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	11	2590
0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	6	2591
0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	6	2593
0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	2595
0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	2	2596
0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	3	2597
1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	11	2598
0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	3	2599
0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	2600
1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	15	2601
0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	3	2602
0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	7	2603
0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	7	2604
1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	14	2605
1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	13	2606
0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	4	2607
1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	12	2608
1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	10	2609
0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	4	2611
0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	2612
0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	2	2613
0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	5	2614
0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	4	2615
1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	8	2616
0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	2617
1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	12	2618
1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	13	2619
0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	7	2620
0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	7	2621
1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	8	2622
1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	13	2623
1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	11	2624
1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	10	2625
1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	11	2626
0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	2627
0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	2628
0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	6	2629
1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	13	2630
1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	9	2631
0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	3	2633
1	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	1	9	2635
0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	3	2636
1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	14	2637
1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	10	2638
1	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	11	2639
0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	5	2640
1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	14	2641
0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	3	2642
0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	6	2643
1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	8	2644
1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	11	2645
1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	14	2647
0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	0	1	2648
0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	2	2649
1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	15	2651
1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	13	2652
1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	9	2653
0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	4	2654
1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	8	2655
0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	4	2656
0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	6	2657
1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	10	2658
1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	14	2659
1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	11	2661
1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	15	2662
1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	8	2663
1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	8	2664
0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	2665
0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	6	2666
1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	14	2667
0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	6	2668
0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	3	2670
0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	2671
1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	13	2672
0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	2673
1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	10	2674
1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	12	2675
0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	6	2676
1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	13	2677
1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	11	2678
1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	8	2679
